Employee_ID,First_Name,Last_Name,Department,Job_Title,Manager,Gender,Date_of_Birth,Date_of_Joining,Employment_Type,Contact_Number,Email,Address,City,Country,Status
EMP5151,Timothy,Simmons,Sales,Analyst,Adam Pruitt,Male,1978-06-30,2020-02-23,Part-time,639-282-3256x75659,gomezmichelle@gmail.com,"58517 Gonzalez Wall, Stephanieside, PA 35008",New Melinda,Latvia,Active
EMP7839,Sharon,Harris,Finance,Executive,Amy Pierce,Male,1998-11-15,2013-11-23,Contract,6982199526,ricejoel@phillips.com,"1497 Chelsea Crescent, Port Tinamouth, PA 10129",Lake Gabriela,Tuvalu,Inactive
EMP5115,Erin,Gallagher,IT,Executive,Emily Jenkins,Male,1990-08-29,2014-12-06,Part-time,(676)404-6537,rsantiago@taylor.biz,"3889 Kimberly Fall, Mariafort, DE 50008",Samanthaland,France,Active
EMP8060,Ryan,Knight,Finance,Manager,Eric Frost,Female,1986-10-25,2015-09-30,Part-time,839-867-1415,cbolton@costa.biz,"82419 Corey Flats Apt. 931, Cookport, AL 33736",New Douglasview,Guyana,Active
EMP9228,Daniel,Garcia,Marketing,Assistant,Lisa Gray,Male,1995-07-04,2018-05-28,Full-time,888-720-1972x474,gregory58@yahoo.com,"87412 Terri Row Suite 370, North Margaretmouth, NV 94380",Port Mark,Norfolk Island,Active
EMP5971,Jeff,Reynolds,Sales,Analyst,Jeffrey Silva,Male,1973-12-05,2017-07-09,Full-time,644.153.8571x4645,tina99@johnson.com,"83945 Morris Glens, New Anthonyhaven, VA 84458",Petermouth,Zimbabwe,Active
EMP1567,Mariah,Duran,IT,Coordinator,Amanda Padilla,Male,1977-02-15,2022-05-31,Contract,+1-091-774-6180x07445,gandrews@gmail.com,"807 Cobb Center, Russoberg, WV 19701",Keithshire,Oman,Inactive
EMP2621,Pamela,Gonzalez,Operations,Manager,Jessica Rodriguez,Male,1970-07-10,2022-03-01,Full-time,4132618058,bsullivan@gmail.com,"06324 Madison Crossroad, Michaelville, PA 64414",Autumnfort,Guernsey,Inactive
EMP8270,Jeremy,Montoya,IT,Analyst,Nicholas Rangel,Female,1984-10-31,2010-09-13,Contract,136.240.3236x05443,davisadam@yahoo.com,"0924 Olivia Parks Suite 818, Port Matthew, TN 74080",Lake Pamela,Guernsey,Active
EMP8924,Jason,Chambers,IT,Manager,William Weaver,Female,1981-06-03,2021-03-19,Full-time,732.050.1555,rphillips@nguyen.org,"PSC 5983, Box 9997, APO AE 84389",Lake Michaelberg,Equatorial Guinea,Inactive
EMP4303,James,Delgado,Sales,Manager,Maria Phillips,Female,1983-05-07,2017-04-23,Contract,(631)178-0319,justingreen@harris.com,"2114 Cohen Landing, Port Stephen, IN 49732",Aguirreview,Marshall Islands,Active
EMP7597,Richard,Duran,Operations,Assistant,Elizabeth Reynolds,Female,1990-12-23,2018-08-22,Full-time,084-486-1179,stephenduffy@becker.com,"4628 William Islands Suite 078, Jonesfort, FL 56061",Port James,Turkmenistan,Inactive
EMP2913,Leslie,Foster,HR,Manager,Rachael Lee,Male,1976-10-05,2021-11-30,Part-time,+1-017-402-1619x8227,martinrussell@gmail.com,"56999 Michael Spring Apt. 578, Chungshire, NY 31690",North Erica,Gabon,Active
EMP3556,Shari,Juarez,Finance,Analyst,Philip Craig,Male,1998-12-26,2012-05-25,Full-time,+1-477-781-5346x19987,jeremynavarro@webster.com,"321 Julia Forks Suite 735, Kristinstad, IN 39907",South Alisonville,Nigeria,Active
EMP5759,Mark,Ball,HR,Manager,Jason Nelson DVM,Female,1986-07-15,2015-11-21,Part-time,205-875-5824x15636,frenchmichelle@gmail.com,"2353 Jones Mission Apt. 016, Wagnerview, WY 76716",Mendezland,Ecuador,Inactive
EMP2905,Carl,Baxter,Marketing,Manager,Alan Stewart,Male,1987-07-26,2012-07-20,Contract,+1-922-017-4954x17022,loridennis@hotmail.com,"388 Hall Track Suite 284, Lake Shannon, OR 96607",East Mary,Chile,Active
EMP9265,Jaclyn,Alexander,Sales,Executive,John Mahoney,Female,1981-10-13,2018-12-29,Full-time,+1-374-428-2406x169,pcarpenter@alvarez.com,"USNV Kline, FPO AA 48689",Garzahaven,Vanuatu,Active
EMP5581,Matthew,Hicks,Operations,Manager,Herbert Stephens,Female,1984-01-25,2014-07-22,Full-time,307.654.3115x9063,brookemcdonald@hotmail.com,"862 Chapman Bridge Suite 157, Barnesfort, WV 54216",West Richardtown,Cameroon,Inactive
EMP7927,Carrie,Fitzgerald,Operations,Executive,Christopher Roth,Male,1986-04-29,2022-09-05,Full-time,(007)742-7699x25164,cynthia73@hotmail.com,"Unit 4561 Box 4192, DPO AE 39255",East Daniel,Honduras,Inactive
EMP9668,Edward,Baird,Sales,Analyst,Jeffrey Martin,Male,1997-09-24,2022-05-11,Full-time,+1-101-762-6187x36965,wendy07@pope.info,"7197 Kimberly Grove, Bridgesfort, DE 65407",Ianburgh,Malawi,Active
EMP7587,Crystal,Wagner,Operations,Manager,Amanda Wilson,Male,1994-05-10,2019-11-24,Part-time,9017047904,tracyfoster@sanchez.net,"8051 James Port, East Kathleenborough, WY 14823",South Angel,Tanzania,Inactive
EMP3651,Lauren,Holder,IT,Executive,Christine Smith,Male,1975-01-26,2019-04-08,Full-time,1195497331,alexandria70@hotmail.com,"4972 Sherman Station Apt. 974, West Melissa, OK 03558",East Seanmouth,Iceland,Active
EMP9794,Alyssa,Robinson,Finance,Manager,Emma Salas,Female,1992-01-31,2011-05-26,Part-time,(576)044-9734x021,brownmiranda@gmail.com,"03577 Daniel Drive, West Tiffanyville, IL 78436",Davisfort,Cocos (Keeling) Islands,Active
EMP4547,Robert,Andrews,Operations,Coordinator,Anna Hall,Female,1980-05-25,2015-02-03,Full-time,+1-387-736-7138x207,james17@king.info,"017 Justin Burg, Freychester, MD 95971",Brendaville,Togo,Inactive
EMP8808,Kenneth,Martinez,Finance,Manager,Paul Davila,Male,1994-01-04,2021-11-28,Full-time,436-599-0929x8770,wrightdaniel@proctor-mitchell.com,"592 Evans Station Suite 269, New Brianfurt, MN 82056",Lake Amyfort,Malawi,Active
EMP7708,Garrett,Goodwin,Operations,Assistant,Tara Gallegos,Female,1987-06-03,2015-07-26,Full-time,(055)029-9352x924,avilaphillip@stephens-morton.net,"54590 Kevin Green Suite 794, North Breanna, AR 49734",Port Travisview,Sudan,Active
EMP3114,Jean,James,Marketing,Coordinator,Patricia Robertson,Male,1986-04-29,2020-03-31,Full-time,532-820-6716x503,janet07@gmail.com,"54350 Rodriguez Burgs, Nathanmouth, VA 48685",Shirleyhaven,Northern Mariana Islands,Inactive
EMP3671,Teresa,Hopkins,HR,Executive,Hunter Mcclain,Male,1995-04-15,2020-10-22,Full-time,(087)536-1450x32138,duartejoseph@gonzalez.com,"7350 Susan Pine, Lake Kelsey, NV 75181",Laurenland,Gabon,Inactive
EMP8830,Jose,Montgomery,Sales,Analyst,Paul Lewis Jr.,Male,1986-06-02,2022-07-28,Full-time,(317)176-2930,johnsoneric@reed.org,"543 Gray Loaf Suite 190, South Laura, KS 99763",Wardfort,Turkey,Inactive
EMP5235,James,Garcia,HR,Executive,Darren Washington,Female,1972-01-26,2018-12-22,Full-time,8081417689,hoffmanjessica@hotmail.com,"1364 Melissa Knoll Apt. 697, Christinechester, ND 86743",New Robert,Montenegro,Active
EMP3875,Tonya,Rodriguez,Finance,Coordinator,Lisa Graham,Male,1973-06-11,2021-09-28,Part-time,532-632-4295,michael63@hotmail.com,"782 Russell Ramp, North Ashley, AZ 54895",Judyfurt,Western Sahara,Inactive
EMP4197,Charles,Bailey,Operations,Executive,Christina Hughes,Male,1981-09-12,2012-09-14,Full-time,409.055.7538x499,hammondheather@yahoo.com,"0644 Charles Way, Ashleyton, MN 82418",North Samanthachester,Egypt,Active
EMP7995,Curtis,Jacobs,IT,Manager,Gwendolyn Butler,Male,1990-11-10,2017-08-13,Contract,622-277-0980,urogers@page.org,"PSC 7048, Box 6882, APO AP 88032",North Dana,Colombia,Inactive
EMP5382,Christopher,Horne,Finance,Analyst,Eric Scott,Female,1982-12-10,2022-03-06,Contract,+1-485-991-8523,berrykaitlin@mcclure.net,"25576 Lori Lodge Suite 208, Jonesland, AR 45351",East Johnview,Yemen,Inactive
EMP4916,Nicole,Benton,IT,Assistant,Rachel Young,Male,1993-06-01,2015-10-26,Contract,(663)557-7348,bbutler@martin.com,"0042 Bullock Isle, Nicholsville, AZ 44859",Port Lucasport,Luxembourg,Active
EMP9691,Steven,Davis,Marketing,Manager,Andrea Clark,Male,1995-02-10,2011-11-10,Full-time,3303854699,cdavis@gmail.com,"6515 Wolf Drive, South Sarahborough, NC 58847",Hillville,Turkmenistan,Inactive
EMP4932,Jerry,Oneill,IT,Executive,Edward Romero,Female,1972-04-11,2022-12-01,Part-time,+1-824-998-3232,barrerahelen@hotmail.com,"2917 Mariah Lakes, Jordanberg, NV 61336",Lauraburgh,Venezuela,Active
EMP3044,Rachel,Brown,Operations,Manager,Steven Everett,Male,1988-08-23,2015-12-25,Part-time,911-408-3473x012,jonathanmcmahon@collins-stein.com,"382 Smith Mill Suite 761, Port Beth, CO 32192",New Laurieshire,Switzerland,Active
EMP7133,Emily,Mitchell,HR,Executive,Anthony Cox,Male,1991-11-21,2011-12-01,Full-time,(147)976-8343,gallegoskimberly@thompson.org,"98363 Smith Brooks, New Kendraton, LA 46367",South Melissa,Mali,Active
EMP3114,Denise,Rice,IT,Coordinator,Ronald Martin,Female,1973-06-27,2022-11-03,Full-time,(382)895-8510x38578,ricky32@gmail.com,"529 Fox Gardens, Mcleanland, TN 86307",North Helen,Poland,Active
EMP8735,Jessica,Summers,Finance,Analyst,Jason Johnson,Female,1998-10-22,2014-05-30,Full-time,001-019-177-5650x4708,lindamoreno@lawson.net,"9921 Lewis Shores, West Paula, NJ 62360",Middletonfort,Central African Republic,Active
EMP9447,Kevin,Smith,HR,Executive,Ryan Bailey,Female,1972-02-14,2012-05-02,Contract,668.908.1442,david55@yahoo.com,"41047 Kathleen Walk Suite 336, Khanhaven, DC 49089",New Melissa,Montenegro,Inactive
EMP7633,Jenna,Gillespie,Sales,Coordinator,Sheila Williams,Female,1973-09-20,2020-09-23,Contract,+1-034-149-9273x333,raymond64@hotmail.com,"USCGC Warren, FPO AA 52425",Welchberg,Falkland Islands (Malvinas),Inactive
EMP3633,James,Hall,HR,Coordinator,Larry Dixon,Female,1986-11-29,2018-06-09,Full-time,+1-930-489-6904x935,rodriguezsteven@thomas-wright.net,"291 Lisa Junctions Suite 745, Josephchester, VA 98743",East Michelle,Germany,Inactive
EMP8166,Haley,Peterson,Operations,Executive,Christopher Cox,Male,1974-10-04,2018-01-22,Part-time,+1-975-253-4180x459,galvarado@hotmail.com,"0579 Katherine Crest, Josefort, OH 64890",Whiteborough,Austria,Inactive
EMP9482,Megan,Jenkins,Operations,Manager,Elizabeth Phillips,Female,1986-03-14,2020-09-29,Contract,+1-761-131-0318x78015,mwilson@gmail.com,"8833 Joseph Village, Tammymouth, NY 82828",South Maria,Guyana,Active
EMP2311,Caroline,Bailey,IT,Executive,Michael Morales,Female,1997-08-17,2014-12-15,Part-time,001-115-510-4434x438,kevingonzalez@holmes.com,"436 Miranda Course Suite 266, New Amy, NC 59531",South Sarah,Argentina,Active
EMP4353,Michael,Taylor,Operations,Analyst,Nicholas Smith,Female,1983-02-11,2012-04-18,Part-time,(583)663-5668x25206,walkergabrielle@gmail.com,"533 Diana Forges, West Christopherfort, AK 53078",New Jasmine,Brazil,Inactive
EMP3534,Mark,Sullivan,HR,Analyst,Carrie Moore,Female,1982-11-23,2012-12-10,Full-time,(457)589-9426x66736,lori15@hopkins.com,"63868 Justin Lodge, Harrischester, CT 15287",Martinezshire,Tuvalu,Active
EMP6637,Blake,Montgomery,Sales,Manager,Dawn Howell,Female,1999-09-13,2017-04-25,Full-time,+1-866-461-4531,robertseric@romero-simmons.org,"938 Owens Forges, Rachelborough, IL 06185",Evanmouth,Sweden,Inactive
EMP6133,Anthony,Burton,IT,Analyst,Laura Thomas MD,Female,1987-11-08,2015-06-08,Part-time,329-103-0786x98864,ovelazquez@yahoo.com,"002 Alvarado Bridge Suite 199, Aliciaside, OK 50619",Hernandezbury,Botswana,Active
EMP9839,Lori,Horton,IT,Analyst,Corey Gordon,Male,1988-07-14,2020-07-02,Part-time,(026)771-0907,nichole55@church.com,"23098 Robert Summit, Englishport, IA 99813",Averybury,Germany,Inactive
EMP8067,Robert,Lee,IT,Manager,David Salazar,Female,1972-04-03,2019-12-12,Contract,(924)658-3660x1355,efrazier@gmail.com,"3806 Perez Walks, Lake Fernando, NY 16475",Wheelermouth,Niger,Inactive
EMP5071,Nicholas,Lopez,HR,Coordinator,Todd Martin,Female,1972-10-03,2012-05-25,Part-time,001-711-234-3331x95033,floreswesley@gmail.com,"7391 Harris Trail, Jacquelinebury, UT 28107",Port Danielbury,Montserrat,Active
EMP2187,Julian,Braun,Operations,Executive,Cory Thomas,Male,1991-07-11,2021-01-29,Contract,107-158-9002x241,valenciaandrew@cline.biz,"833 Allison Dale, East Teresaton, OR 36181",Lake Kristinmouth,Bangladesh,Inactive
EMP6608,John,Vasquez,Operations,Manager,Ryan Vasquez,Female,1992-08-26,2020-06-07,Contract,+1-071-553-8269x890,brian17@yahoo.com,"95243 Patterson Junctions, Langshire, DE 23418",South Michael,Namibia,Inactive
EMP3139,Joseph,King,HR,Manager,David Dixon,Female,1981-07-04,2018-11-15,Contract,001-358-135-2156x315,sarahjones@burke.biz,"96677 Angela Harbor Apt. 021, Youngport, LA 62952",Perryberg,Korea,Active
EMP8014,Maria,Ashley,Marketing,Analyst,Charles Adams,Male,1991-12-22,2018-04-29,Contract,176.586.7218x65437,mikeriley@gallegos.com,"7573 Fitzgerald Springs, West Josephshire, MS 42585",South Samanthahaven,Bahrain,Active
EMP1839,Whitney,Gordon,Marketing,Coordinator,Heidi Soto,Male,1977-03-17,2022-08-02,Contract,001-332-101-3228x44426,oclements@hotmail.com,"070 James Plains Apt. 865, East Josephview, WA 30761",North Jeff,Syrian Arab Republic,Active
EMP9176,Jordan,Acosta,Operations,Analyst,Michael Rodriguez,Female,1993-09-11,2017-04-07,Part-time,526.460.4624x1041,wrightchristine@lambert.com,"1572 Johnson Circles Apt. 533, Erinport, CT 63520",Thomasberg,Bouvet Island (Bouvetoya),Active
EMP1215,Barbara,Cohen,IT,Coordinator,Nathan Lyons,Female,1990-12-27,2021-08-22,Part-time,988.761.8690x022,yolson@hotmail.com,"8756 Eric Corner, Veronicaport, OH 19970",Port Davidton,Cape Verde,Active
EMP9399,Hannah,Christensen,Finance,Assistant,Brittney Good,Male,1971-08-21,2017-07-01,Contract,082.198.0469,mikayla15@hernandez.biz,"462 Moody Roads Apt. 033, Katherineland, AK 05896",Smithmouth,Niger,Inactive
EMP1586,Andrew,Smith,Operations,Coordinator,Stephen Hernandez,Female,1983-06-23,2019-03-07,Contract,(495)427-0407x0075,michealflowers@hotmail.com,"889 Benjamin Groves, East Steven, CA 76684",Kyleshire,Timor-Leste,Active
EMP3186,Barbara,Ayala,Marketing,Executive,Katie Bryant,Male,1989-02-10,2021-01-29,Contract,001-922-483-7653,kristina23@hotmail.com,"806 Teresa Walks, Judymouth, MO 51771",South Robert,Morocco,Inactive
EMP9297,Teresa,Mercado,Marketing,Executive,Cassandra Kelly MD,Female,1977-01-09,2011-11-13,Contract,441-876-3245,dillon15@yahoo.com,"252 Christina Bridge, Ashleyton, NH 43384",Brianaton,French Southern Territories,Active
EMP2801,Denise,Benson,Operations,Analyst,Trevor Edwards,Female,1997-06-16,2019-12-19,Contract,380-809-1105x635,thomas15@jacobs.com,"77444 Abigail Freeway, Lake Nancyborough, DE 28256",Buchananland,Croatia,Active
EMP9719,Heidi,Murphy,IT,Manager,Richard Tanner,Female,1980-03-13,2015-09-03,Full-time,001-208-720-9643x330,tanya69@hotmail.com,"038 Christina Cape, Timothyfurt, ME 35654",Karihaven,Liechtenstein,Inactive
EMP1575,Lisa,Johnston,IT,Coordinator,Joshua Jarvis,Male,1988-06-11,2013-05-16,Part-time,985.226.2207,robertrobinson@barnes.info,"113 Christopher Estate Apt. 771, Wuland, NH 74416",South Mallory,Aruba,Active
EMP5954,Denise,Craig,HR,Manager,Katherine Tapia,Female,1978-03-08,2017-03-21,Contract,(205)015-6222x268,qmckay@foley.net,"33208 Charles Curve, Mackenziefurt, OR 72910",Alvaradotown,Togo,Active
EMP2636,John,Brown,Operations,Analyst,Michael Taylor,Male,1991-12-30,2015-10-22,Contract,7823343492,joel34@gmail.com,"3213 Washington Prairie, East Garrett, SC 09282",Lake Terrichester,Chile,Active
EMP2499,William,Smith,Sales,Executive,Ashley Johnson,Male,1971-07-03,2013-01-16,Contract,(215)011-1112,katielove@hotmail.com,"4785 Doyle Throughway Apt. 597, Port Kenneth, OK 41711",New Danielle,Christmas Island,Inactive
EMP4606,Carlos,Peck,Marketing,Analyst,Karen Murray,Female,1995-12-26,2010-05-11,Full-time,+1-205-580-1462x176,ericbecker@gonzalez.com,"4493 Jerome Walks, Thomasfurt, IA 32073",West Mitchell,Bosnia and Herzegovina,Inactive
EMP9385,Jill,Gutierrez,Finance,Analyst,Brenda Perez,Female,1995-09-21,2012-03-24,Contract,173-158-7119x62928,sullivanjody@martinez.biz,"07517 Natalie Row Suite 205, Lake Melvinport, TN 96784",South Nancychester,Iceland,Active
EMP4390,Stephen,Johnson,Operations,Coordinator,Samantha Anderson,Male,1989-01-16,2013-02-15,Full-time,(548)413-3281x99135,lisa43@woods-brown.com,"216 Nathan Common, Huberstad, WV 09951",East Michael,Tuvalu,Inactive
EMP7235,Laura,Wade,Sales,Executive,Tyrone King,Male,1983-03-04,2012-12-07,Full-time,870-671-1333x399,wmatthews@yahoo.com,"19665 Cummings Terrace, North Michaeltown, AZ 04765",West Jonathanport,Armenia,Inactive
EMP6885,Jonathan,Mason,HR,Assistant,John Lopez,Female,1993-04-28,2019-02-15,Contract,+1-836-161-1585,sandra19@fisher.com,"308 Moreno Ranch Apt. 396, Cainstad, KY 30141",Port Sarah,Northern Mariana Islands,Inactive
EMP3785,Nathaniel,Shaw,HR,Assistant,Christopher Carney,Female,1983-02-03,2018-08-29,Contract,+1-480-426-2888x1123,willischristopher@yahoo.com,"10644 Martinez Bridge, Samueltown, TN 79753",Rodriguezbury,Guinea-Bissau,Inactive
EMP1957,Eric,Miller,Sales,Executive,Lisa Jenkins DVM,Male,1981-04-14,2019-09-04,Contract,125.948.6047,vargasbethany@gmail.com,"62778 Taylor Union Suite 474, North Robertmouth, IN 05556",Holtton,Peru,Active
EMP3204,Morgan,Mendoza,HR,Manager,Frank Taylor,Male,1981-05-03,2012-02-23,Full-time,(666)881-0119,jenny53@gmail.com,"12113 Alicia Street, New Evan, MN 51192",Port Rachel,Costa Rica,Inactive
EMP4930,Ashley,Jennings,IT,Coordinator,Benjamin Barrett,Female,1980-07-24,2011-02-19,Contract,267-129-3964,howellsherry@gibson.com,"USNV Peters, FPO AP 72485",East Brandon,Sudan,Active
EMP8573,Kimberly,Thompson,Sales,Coordinator,John Martin,Male,1974-08-02,2010-07-29,Contract,690.190.1459x0726,zestes@smith.org,"254 Sara Causeway Suite 772, Port Dana, UT 86268",Matthewview,Brazil,Inactive
EMP3696,Raymond,Perez,Finance,Manager,Oscar Bowen,Male,1996-06-04,2021-12-21,Full-time,+1-821-855-7277x7408,stonejohn@cole.org,"346 Sherri Land, Garrettview, TX 06044",Walterfurt,Aruba,Inactive
EMP6770,Jacob,Burns,Finance,Executive,Barbara Evans,Female,1991-04-21,2013-07-07,Full-time,367-578-5759,perkinstodd@gutierrez.biz,"49195 Best Loop, Lake Robertfurt, CA 62855",East Molly,Uzbekistan,Active
EMP2623,Matthew,Chang,Finance,Coordinator,Bradley Armstrong,Male,1970-04-28,2021-05-09,Part-time,+1-471-709-5766x52164,david32@gmail.com,"117 Hannah Center, Powellfurt, DC 65330",West Christineport,Costa Rica,Inactive
EMP3325,Renee,Mitchell,Sales,Analyst,Janet Green,Male,1997-08-16,2017-07-04,Part-time,001-329-811-6545,ewelch@hartman.com,"USNS Mcbride, FPO AE 97278",Port Alexandra,Sri Lanka,Inactive
EMP6175,Arthur,Anderson,Operations,Assistant,Sara Wilson,Male,1981-07-10,2017-06-11,Part-time,+1-211-144-1184,qsmith@joyce.com,"7730 Gray Ways Suite 951, Anthonyburgh, NY 13668",Wellshaven,Algeria,Active
EMP8123,Vanessa,Oconnor,Sales,Executive,Jose Simmons,Female,1981-04-10,2014-02-03,Part-time,(119)834-0167x38336,bcook@hotmail.com,"PSC 9686, Box 0700, APO AE 75093",Donnaberg,Algeria,Inactive
EMP1758,Carol,Foster,Sales,Coordinator,Shawn Wilson,Female,1993-08-20,2018-08-01,Part-time,9788668136,steven98@hotmail.com,"5067 Anderson Road, Lake Reneeborough, UT 29880",North Chloeberg,Malaysia,Active
EMP3788,Matthew,Wang,Finance,Executive,Adam Baker,Male,1996-02-19,2016-01-01,Full-time,(030)359-7177x166,usmith@gmail.com,"310 Carter Lodge Apt. 850, Clayhaven, ID 22813",Monicatown,Taiwan,Inactive
EMP1855,Bonnie,Baker,HR,Analyst,William Lopez,Female,1999-06-04,2011-04-26,Contract,(662)687-9283,josephjones@yahoo.com,"2412 Anderson Greens Apt. 459, Port Michelleside, ND 16183",North Ronald,Equatorial Guinea,Active
EMP2857,Katherine,Jensen,IT,Analyst,Felicia Eaton,Male,1979-12-28,2014-03-20,Full-time,9467978554,christopherallison@gmail.com,"5542 Evan Court, Port Alexanderberg, MO 18014",New Rebeccabury,Angola,Active
EMP9753,Cheryl,Kidd,Finance,Assistant,Veronica Mayer,Female,1972-07-13,2017-10-14,Contract,029-145-3517,fishermadison@bailey.com,"7785 Debbie Ramp Apt. 783, Lake Richardville, DC 28377",Kylehaven,Mauritius,Inactive
EMP4641,Jeff,Fowler,Operations,Analyst,Haley Sawyer,Male,1981-04-30,2021-02-16,Contract,001-850-107-7754,tyronethornton@mason-mitchell.org,"663 Warner Mission, Port Robert, WV 48066",North Christina,Belize,Inactive
EMP8489,Kevin,Herrera,Sales,Coordinator,John Rodriguez,Male,1972-11-02,2022-10-08,Contract,+1-079-060-1483x927,amymiller@wallace.com,"6480 Higgins Pass Apt. 107, Lake Gina, GA 29372",Jenniferborough,New Caledonia,Active
EMP1458,Justin,Kelly,Operations,Executive,Kyle Cruz,Female,1982-02-16,2012-03-12,Contract,(413)188-9431x450,vincent42@gmail.com,"Unit 2423 Box 8821, DPO AP 91902",East Patricia,Bulgaria,Inactive
EMP6060,Courtney,Barton,Sales,Assistant,Corey Smith,Female,1980-02-26,2018-12-02,Contract,(204)676-1878,eugene35@hotmail.com,"88379 Martin Plain, Kimbury, KY 46060",Lake Kyle,Nigeria,Inactive
EMP5639,Lisa,Clark,IT,Coordinator,James Stanton,Female,1989-07-21,2011-04-11,Full-time,681.380.8059,garciaashley@robinson-martin.biz,"483 Walker Passage, New Jonathan, AZ 92626",Lindseystad,Timor-Leste,Inactive
EMP3264,Diana,Moon,HR,Coordinator,Alexander Ross,Male,1980-03-26,2013-04-10,Full-time,001-219-714-8914,donnamorgan@rivera-miller.com,"46475 Michael Hollow Apt. 696, New Michael, TN 75520",Port Lynn,Vietnam,Inactive
EMP7505,Marcus,Boone,Operations,Manager,Carl Anderson,Female,1974-05-16,2016-02-27,Full-time,176.614.7644,kimberlystark@gmail.com,"8828 Kelly Drives, West Johnstad, MT 03343",Tammytown,Italy,Active
EMP4475,Antonio,Yang,Marketing,Manager,Richard Swanson,Female,1971-06-27,2015-02-08,Contract,156.170.2422,yhuffman@hotmail.com,"536 Brett Dam, South Marcchester, IA 54706",Barrettburgh,Congo,Active
EMP2724,Shirley,Wagner,Operations,Manager,Sara Fuller,Female,1972-08-06,2016-02-12,Part-time,+1-492-234-0452,carterjacob@hotmail.com,"5150 Dean Extension Suite 380, Pagemouth, HI 02375",Port Davidview,Senegal,Inactive
EMP6881,Frederick,Park,IT,Coordinator,Mark Bowman,Male,1973-05-30,2018-01-07,Contract,(486)312-6863x4728,david37@hotmail.com,"USS Whitney, FPO AE 59618",Sheppardfort,Afghanistan,Active
EMP9161,Andrew,Austin,Finance,Coordinator,Daniel Nunez,Female,1988-01-20,2013-01-25,Part-time,001-631-910-7040x6210,matthew39@cook-bennett.info,"5252 Claudia Springs Suite 304, Changburgh, SD 19265",Mendozamouth,Honduras,Inactive
EMP5594,Luis,Hansen,Marketing,Manager,Jennifer Lee,Female,1994-06-27,2015-12-12,Full-time,104.998.6326x3408,dananoble@yahoo.com,"24890 Anthony Neck Suite 343, Hansonstad, OR 52910",Port Alexander,Thailand,Active
EMP7355,Robin,Garza,HR,Executive,Suzanne Byrd MD,Female,1970-11-07,2019-02-10,Part-time,001-428-744-5925,gford@hotmail.com,"219 White Plain Apt. 259, Dodsonstad, OR 40501",Hendersontown,Cuba,Inactive
EMP6247,Rodney,Miller,Sales,Analyst,Brian Rodriguez,Female,1996-10-27,2015-08-29,Contract,(268)931-1445x28560,deborahsalas@gmail.com,"003 Jennifer Summit Suite 381, West Melissa, MS 89384",Kellyville,Mozambique,Inactive
EMP2200,Kevin,Cannon,Operations,Analyst,Amanda Cole,Female,1977-05-29,2010-09-29,Part-time,(977)688-7196,ernestlopez@yahoo.com,"1525 Taylor Springs, South Heathermouth, KS 66398",East Don,Marshall Islands,Active
EMP8617,Anita,Frank,Sales,Coordinator,Tara Graves,Female,1999-04-30,2010-06-02,Part-time,001-160-661-1298,kaitlin06@gmail.com,"09091 John Village Apt. 263, North Geoffrey, MA 97038",Lake Gregory,British Virgin Islands,Active
EMP5069,Debbie,Love,IT,Executive,Austin Pace,Female,1971-03-21,2022-10-18,Contract,(309)214-0335x0478,chavezmelissa@hotmail.com,"96931 Ashley Circle, Johnsonborough, IA 26291",South Jennifer,Barbados,Active
EMP8565,Alyssa,Klein,Operations,Coordinator,Kimberly Russell,Male,1982-01-26,2011-01-03,Part-time,4214220965,sanderslynn@bailey-castillo.net,"Unit 6050 Box 2219, DPO AA 51826",Oconnorfurt,Estonia,Inactive
EMP5963,Christina,Hunt,IT,Assistant,Natalie Dunlap,Female,1988-09-13,2015-08-25,Contract,+1-395-935-2230x2899,raymondsullivan@yahoo.com,"351 Bush Isle Apt. 066, East Danielleville, GA 36221",Greggland,Cambodia,Inactive
EMP8047,Joseph,Stephens,IT,Manager,Matthew Johnson,Male,1986-10-12,2021-09-03,Part-time,(143)563-0104,cobbsarah@wright.com,"9991 Miller Creek Apt. 214, West Larry, TX 52999",Emilytown,Qatar,Inactive
EMP4774,Jeff,Gomez,Sales,Coordinator,Christine Martinez,Female,1981-01-20,2017-05-08,Part-time,3877505978,kemprichard@hotmail.com,"7578 Bartlett Lights, East Jacob, UT 81626",Benjaminhaven,Suriname,Active
EMP4499,Brandon,Moore,Marketing,Manager,Christopher King,Male,1992-12-31,2020-12-18,Full-time,001-663-338-5129x331,wbenjamin@leonard.biz,"80437 Payne Manor, Kelseyport, CA 92761",Thomasborough,Aruba,Active
EMP3728,Julie,Perez,Finance,Coordinator,Amanda Schroeder,Male,1992-12-16,2012-12-30,Part-time,874-028-6046,brewermiranda@hotmail.com,"724 Jasmine Ramp, Mcclurefort, NY 16513",New Michael,Russian Federation,Active
EMP2914,Alyssa,Thompson,Operations,Coordinator,Jacob Morales,Male,1984-09-09,2021-09-27,Part-time,792-669-3587x58722,hillcrystal@murray.org,"281 Kenneth Rest, Erikside, FL 37258",Lake Karla,Suriname,Active
EMP6059,Robin,Andrews,Finance,Manager,Jessica Love,Male,1977-07-16,2018-04-24,Part-time,(400)604-0464x23384,leekaren@white-moran.info,"01949 Evan Circles, South Jenniferville, ID 91598",Johnton,Western Sahara,Inactive
